operation,metamodel,metric,best_model,consistency,linear_r2,exponential_r2,poly2_r2,poly3_r2,poly4_r2,poly5_r2,worst_file,worst_model
Delete,timing-diagram,time,linear,1.0,0.9993115909876025,0.5981230455727246,0.9999253448193653,0.9999990249312662,1.0,1.0,Delete_run_15.csv,exponential
Delete,timing-diagram,mem,poly3,1.0,0.5292948902019058,0.13230725925506742,0.9010710709547425,0.9984960625184691,1.0,1.0,Delete_run_9.csv,exponential
Delete,Transformation,time,poly2,1.0,0.9780615020320909,0.46171977900755984,0.999759018004905,0.9999820869965182,1.0,1.0,Delete_run_24.csv,exponential
Delete,Transformation,mem,poly3,1.0,0.13078050448300219,-0.044898314377070155,0.2564673344579995,0.998893196113096,1.0,1.0,Delete_run_17.csv,exponential
Delete,widget,time,poly2,1.0,0.9932595375031771,0.7486382590340045,0.9999493039254587,0.9999889766091717,1.0,1.0,Delete_run_17.csv,exponential
Delete,widget,mem,poly3,1.0,0.7212757690671131,0.6970102882364009,0.7345912789198719,0.9995564503839698,1.0,1.0,Delete_run_1.csv,exponential
Read,ApplauseDsl,time,linear,0.5,0.9909969461889013,0.798745394304732,0.9942647644787194,0.9986777419057469,1.0,1.0,Read_run_1.csv,linear
Read,ApplauseDsl,mem,poly3,1.0,0.9804679774348705,0.7432837569012875,0.9864227109421915,0.9999126688527267,1.0,1.0,Read_run_6.csv,exponential
Read,AthenaDSL,time,poly2,0.3333333333333333,0.986143615601621,0.8448218419847024,0.9935554239921025,0.997912039697449,1.0,1.0,Read_run_7.csv,exponential
Read,AthenaDSL,mem,poly2,0.8666666666666667,0.9227661207352783,0.3464221653861218,0.9978789146949515,0.9999691899872301,1.0,1.0,Read_run_25.csv,exponential
Read,AtsDsl,time,linear,0.4666666666666667,0.99449597976589,0.8063020844559671,0.9957234281500679,0.9996381671748169,1.0,1.0,Read_run_1.csv,exponential
Read,AtsDsl,mem,poly3,0.6333333333333333,0.9872948727804945,0.5871063247103346,0.9948160365654259,0.9999678968362928,1.0,1.0,Read_run_11.csv,exponential
